university,model,origin_last_year,year,forecast
Imperial College London,linear,2025,2027,92.40071428571429
Imperial College London,linear,2025,2028,92.63857142857142
Indian Institute of Science,linear,2025,2026,64.42333333333409
Indian Institute of Science,linear,2025,2027,68.0121212121212
Indian Institute of Science,linear,2025,2028,71.60090909090923
Indiana University,naive,2025,2026,59.3
Indiana University,naive,2025,2027,59.3
Indiana University,naive,2025,2028,59.3
Inha University,linear,2025,2026,38.83333333333394
Inha University,linear,2025,2027,41.39848484848517
Inha University,linear,2025,2028,43.963636363637306
Institut Teknologi Bandung,linear,2025,2026,27.97361111111104
Institut Teknologi Bandung,linear,2025,2027,29.392777777778065
Institut Teknologi Bandung,linear,2025,2028,30.811944444444634
Iowa State University,linear,2025,2026,43.641428571428605
Iowa State University,linear,2025,2027,43.86910714285716
Iowa State University,linear,2025,2028,44.096785714285716
Iran University of Science and Technology,linear,2025,2026,55.089999999999236
Iran University of Science and Technology,linear,2025,2027,59.131818181817835
Iran University of Science and Technology,linear,2025,2028,63.17363636363643
Isfahan University of Technology,linear,2025,2026,44.27666666666664
Isfahan University of Technology,linear,2025,2027,47.22696969696972
Isfahan University of Technology,linear,2025,2028,50.17727272727279
Istanbul Technical University,linear,2025,2026,42.577272727272884
Istanbul Technical University,linear,2025,2027,44.32499999999982
Istanbul Technical University,linear,2025,2028,46.07272727272721
Istanbul University,naive,2025,2026,27.9
Istanbul University,naive,2025,2027,27.9
Istanbul University,naive,2025,2028,27.9
Ivane Javakhishvili Tbilisi State University,naive,2025,2026,17.8
Ivane Javakhishvili Tbilisi State University,naive,2025,2027,17.8
Ivane Javakhishvili Tbilisi State University,naive,2025,2028,17.8
Iwate University,naive,2025,2026,17.8
Iwate University,naive,2025,2027,17.8
Iwate University,naive,2025,2028,17.8
Izmir Institute of Technology,naive,2025,2026,17.8
Izmir Institute of Technology,naive,2025,2027,17.8
Izmir Institute of Technology,naive,2025,2028,17.8
Jadavpur University,linear,2025,2026,35.909999999999854
Jadavpur University,linear,2025,2027,37.74454545454546
Jadavpur University,linear,2025,2028,39.579090909091065
Jagiellonian University,linear,2025,2026,49.44333333333361
Jagiellonian University,linear,2025,2027,52.89212121212131
Jagiellonian University,linear,2025,2028,56.34090909090901
James Cook University,naive,2025,2026,47.6
James Cook University,naive,2025,2027,47.6
James Cook University,naive,2025,2028,47.6
Jeonbuk National University,linear,2025,2026,37.506666666666206
Jeonbuk National University,linear,2025,2027,40.011515151514686
Jeonbuk National University,linear,2025,2028,42.51636363636317
Jiangsu University,linear,2025,2026,46.93472222222226
Jiangsu University,linear,2025,2027,50.60388888888883
Jiangsu University,linear,2025,2028,54.2730555555554
Jinan University (China),linear,2025,2026,50.129166666666606
Jinan University (China),linear,2025,2027,54.09833333333336
Jinan University (China),linear,2025,2028,58.06750000000011
Johannes Gutenberg University of Mainz,linear,2025,2026,62.95666666666693
Johannes Gutenberg University of Mainz,linear,2025,2027,66.43878787878839
Johannes Gutenberg University of Mainz,linear,2025,2028,69.92090909090894
Johannes Kepler University of Linz,linear,2025,2026,52.29333333333307
Johannes Kepler University of Linz,linear,2025,2027,55.64666666666653
Johannes Kepler University of Linz,linear,2025,2028,59.0
Johns Hopkins University,naive,2025,2026,90.7
Johns Hopkins University,naive,2025,2027,90.7
Johns Hopkins University,naive,2025,2028,90.7
Jordan University of Science and Technology,linear,2025,2026,48.326666666666824
Jordan University of Science and Technology,linear,2025,2027,50.88515151515185
Jordan University of Science and Technology,linear,2025,2028,53.44363636363687
Juntendo University,linear,2025,2026,44.3666666666677
Juntendo University,linear,2025,2027,47.46787878787927
Juntendo University,linear,2025,2028,50.569090909091756
Justus Liebig University Giessen,linear,2025,2026,56.95666666666693
Justus Liebig University Giessen,linear,2025,2027,60.09060606060666
Justus Liebig University Giessen,linear,2025,2028,63.22454545454548
K.N. Toosi University of Technology,linear,2025,2026,38.83333333333394
K.N. Toosi University of Technology,linear,2025,2027,41.39848484848517
K.N. Toosi University of Technology,linear,2025,2028,43.963636363637306
KTH Royal Institute of Technology,linear,2025,2026,62.76619047619033
KTH Royal Institute of Technology,linear,2025,2027,63.866547619047196
KTH Royal Institute of Technology,linear,2025,2028,64.96690476190452
KU Leuven,naive,2025,2026,77.0
KU Leuven,naive,2025,2027,77.0
KU Leuven,naive,2025,2028,77.0
Kanazawa University,linear,2025,2026,34.55666666666639
Kanazawa University,linear,2025,2027,36.67242424242431
Kanazawa University,linear,2025,2028,38.78818181818224
Kansai University,naive,2025,2026,17.8
Kansai University,naive,2025,2027,17.8
Kansai University,naive,2025,2028,17.8
Kansas State University,linear,2025,2026,44.623333333332084
Kansas State University,linear,2025,2027,47.422121212120146
Kansas State University,linear,2025,2028,50.22090909090821
Kaohsiung Medical University,linear,2025,2026,38.83333333333394
Kaohsiung Medical University,linear,2025,2027,41.39848484848517
Kaohsiung Medical University,linear,2025,2028,43.963636363637306
Karlsruhe Institute of Technology,linear,2025,2026,61.80000000000018
Karlsruhe Institute of Technology,linear,2025,2027,62.82250000000022
Karlsruhe Institute of Technology,linear,2025,2028,63.845000000000255
Karolinska Institute,naive,2025,2026,76.1
Karolinska Institute,naive,2025,2027,76.1
Karolinska Institute,naive,2025,2028,76.1
Kasetsart University,naive,2025,2026,17.8
Kasetsart University,naive,2025,2027,17.8
Kasetsart University,naive,2025,2028,17.8
Kaunas University of Technology,linear,2025,2026,27.663888888889232
Kaunas University of Technology,linear,2025,2027,29.522222222222354
Kaunas University of Technology,linear,2025,2028,31.38055555555593
Kazan Federal University,naive,2025,2026,36.3
Kazan Federal University,naive,2025,2027,36.3
Kazan Federal University,naive,2025,2028,36.3
Keele University,linear,2025,2026,51.78333333333376
Keele University,linear,2025,2027,54.89939393939403
Keele University,linear,2025,2028,58.01545454545521
Keio University,linear,2025,2026,46.636666666666315
Keio University,linear,2025,2027,49.83060606060553
Keio University,linear,2025,2028,53.02454545454475
Khon Kaen University,linear,2025,2026,30.92999999999938
Khon Kaen University,linear,2025,2027,33.35090909090832
Khon Kaen University,linear,2025,2028,35.77181818181816
Kindai University,naive,2025,2026,27.9
Kindai University,naive,2025,2027,27.9
Kindai University,naive,2025,2028,27.9
King Abdulaziz University,naive,2025,2026,50.2
King Abdulaziz University,naive,2025,2027,50.2
King Abdulaziz University,naive,2025,2028,50.2
King Fahd University of Petroleum and Minerals,linear,2025,2026,66.8799999999992
King Fahd University of Petroleum and Minerals,linear,2025,2027,71.98999999999978
King Fahd University of Petroleum and Minerals,linear,2025,2028,77.09999999999854
King Mongkut’s Institute of Technology Ladkrabang,naive,2025,2026,17.8
King Mongkut’s Institute of Technology Ladkrabang,naive,2025,2027,17.8
King Mongkut’s Institute of Technology Ladkrabang,naive,2025,2028,17.8
King Mongkut’s University of Technology Thonburi,linear,2025,2026,40.48666666666759
King Mongkut’s University of Technology Thonburi,linear,2025,2027,43.33787878787916
King Mongkut’s University of Technology Thonburi,linear,2025,2028,46.18909090909165
King Saud University,linear,2025,2026,61.78333333333467
King Saud University,linear,2025,2027,66.22212121212215
King Saud University,linear,2025,2028,70.66090909091145
Kingston University,linear,2025,2026,41.07333333333281
Kingston University,linear,2025,2027,43.739393939394176
Kingston University,linear,2025,2028,46.40545454545463
King’s College London,naive,2025,2026,78.8
King’s College London,naive,2025,2027,78.8
King’s College London,naive,2025,2028,78.8
Kobe University,linear,2025,2026,46.636666666666315
Kobe University,linear,2025,2027,49.83060606060553
Kobe University,linear,2025,2028,53.02454545454475
Kochi University,naive,2025,2026,17.8
Kochi University,naive,2025,2027,17.8
Kochi University,naive,2025,2028,17.8
Konkuk University,linear,2025,2026,49.01333333333241
Konkuk University,linear,2025,2027,52.35939393939316
Konkuk University,linear,2025,2028,55.705454545453904
Korea Advanced Institute of Science and Technology (KAIST),linear,2025,2026,66.87523809523805
Korea Advanced Institute of Science and Technology (KAIST),linear,2025,2027,67.47380952380945
Korea Advanced Institute of Science and Technology (KAIST),linear,2025,2028,68.07238095238085
Korea University,naive,2025,2026,59.3
Korea University,naive,2025,2027,59.3
Korea University,naive,2025,2028,59.3
Koç University,linear,2025,2026,55.3766666666661
Koç University,linear,2025,2027,58.35787878787869
Koç University,linear,2025,2028,61.33909090909037
Kumamoto University,linear,2025,2026,36.006666666666206
Kumamoto University,linear,2025,2027,38.306969696968736
Kumamoto University,linear,2025,2028,40.607272727272175
Kuwait University,linear,2025,2026,30.662500000000136
Kuwait University,linear,2025,2027,31.591666666666697
Kuwait University,linear,2025,2028,32.520833333333485
Kwansei Gakuin University,naive,2025,2026,17.8
Kwansei Gakuin University,naive,2025,2027,17.8
Kwansei Gakuin University,naive,2025,2028,17.8
Kyoto University,linear,2025,2026,72.78761904761905
Kyoto University,linear,2025,2027,73.54190476190479
Kyoto University,linear,2025,2028,74.2961904761903
Kyung Hee University,linear,2025,2026,65.10333333333438
Kyung Hee University,linear,2025,2027,69.25666666666802
Kyung Hee University,linear,2025,2028,73.40999999999985
Kyungpook National University (KNU),linear,2025,2026,48.40666666666766
Kyungpook National University (KNU),linear,2025,2027,52.1287878787889
Kyungpook National University (KNU),linear,2025,2028,55.850909090910136
Kyushu Institute of Technology (Kyutech),linear,2025,2026,29.070000000000164
Kyushu Institute of Technology (Kyutech),linear,2025,2027,31.090000000000146
Kyushu Institute of Technology (Kyutech),linear,2025,2028,33.11000000000058
Kyushu University,linear,2025,2026,57.31999999999971
Kyushu University,linear,2025,2027,60.71818181818162
Kyushu University,linear,2025,2028,64.11636363636353
LMU Munich,naive,2025,2026,78.7
LMU Munich,naive,2025,2027,78.7
LMU Munich,naive,2025,2028,78.7
LUT University,linear,2025,2026,64.84333333333234
LUT University,linear,2025,2027,69.61757575757474
LUT University,linear,2025,2028,74.39181818181714
La Trobe University,linear,2025,2026,66.0533333333342
La Trobe University,linear,2025,2027,70.10757575757543
La Trobe University,linear,2025,2028,74.16181818181849
Lancaster University,naive,2025,2026,60.7
Lancaster University,naive,2025,2027,60.7
Lancaster University,naive,2025,2028,60.7
Leeds Beckett University,linear,2025,2026,37.07222222222208
Leeds Beckett University,linear,2025,2027,38.77888888888856
Leeds Beckett University,linear,2025,2028,40.48555555555549
Lehigh University,linear,2025,2026,45.85333333333347
Lehigh University,linear,2025,2027,48.376666666667006
Lehigh University,linear,2025,2028,50.900000000000546
Leibniz University Hannover,linear,2025,2026,56.673333333333176
Leibniz University Hannover,linear,2025,2027,59.988484848484404
Leibniz University Hannover,linear,2025,2028,63.30363636363654
Leiden University,naive,2025,2026,70.7
Leiden University,naive,2025,2027,70.7
Leiden University,naive,2025,2028,70.7
Lincoln University (New Zealand),linear,2025,2026,47.040277777777646
Lincoln University (New Zealand),linear,2025,2027,48.712777777777774
Lincoln University (New Zealand),linear,2025,2028,50.3852777777779
Linköping University,linear,2025,2026,64.11666666666588
Linköping University,linear,2025,2027,68.15606060606024
Linköping University,linear,2025,2028,72.19545454545369
Liverpool John Moores University,naive,2025,2026,40.7
Liverpool John Moores University,naive,2025,2027,40.7
Liverpool John Moores University,naive,2025,2028,40.7
Lobachevsky State University of Nizhni Novgorod,naive,2025,2026,17.8
Lobachevsky State University of Nizhni Novgorod,naive,2025,2027,17.8
Lobachevsky State University of Nizhni Novgorod,naive,2025,2028,17.8
Lomonosov Moscow State University,linear,2025,2026,65.73999999999978
Lomonosov Moscow State University,linear,2025,2027,67.43454545454551
Lomonosov Moscow State University,linear,2025,2028,69.12909090909079
London School of Economics and Political Science,linear,2025,2026,83.57904761904751
London School of Economics and Political Science,linear,2025,2027,84.58476190476176
London School of Economics and Political Science,linear,2025,2028,85.59047619047624
London South Bank University,linear,2025,2026,44.30138888888905
London South Bank University,linear,2025,2027,48.12722222222237
London South Bank University,linear,2025,2028,51.95305555555569
Londrina State University,naive,2025,2026,17.8
Londrina State University,naive,2025,2027,17.8
Londrina State University,naive,2025,2028,17.8
Loughborough University,linear,2025,2026,60.67000000000007
Loughborough University,linear,2025,2027,64.23090909090934
Loughborough University,linear,2025,2028,67.7918181818186
Louisiana State University,naive,2025,2026,40.7
Louisiana State University,naive,2025,2027,40.7
Louisiana State University,naive,2025,2028,40.7
Lund University,linear,2025,2026,65.67428571428559
Lund University,linear,2025,2027,66.36857142857139
Lund University,linear,2025,2028,67.06285714285696
Lviv Polytechnic National University,linear,2025,2026,33.519444444444616
Lviv Polytechnic National University,linear,2025,2027,35.374444444444634
Lviv Polytechnic National University,linear,2025,2028,37.22944444444465
Maastricht University,naive,2025,2026,63.2
Maastricht University,naive,2025,2027,63.2
Maastricht University,naive,2025,2028,63.2
Macquarie University,linear,2025,2026,71.5066666666662
Macquarie University,linear,2025,2027,75.7824242424249
Macquarie University,linear,2025,2028,80.05818181818177
Mahidol University,linear,2025,2026,45.2533333333331
Mahidol University,linear,2025,2027,47.94575757575785
Mahidol University,linear,2025,2028,50.63818181818169
Makerere University,linear,2025,2026,38.743333333333794
Makerere University,linear,2025,2027,40.13939393939427
Makerere University,linear,2025,2028,41.53545454545474
Manchester Metropolitan University,linear,2025,2026,49.303333333333285
Manchester Metropolitan University,linear,2025,2027,52.819393939394104
Manchester Metropolitan University,linear,2025,2028,56.33545454545492
Manipal Academy of Higher Education,linear,2025,2026,40.94722222222208
Manipal Academy of Higher Education,linear,2025,2027,44.54888888888854
Manipal Academy of Higher Education,linear,2025,2028,48.150555555555
Mansoura University,naive,2025,2026,40.7
Mansoura University,naive,2025,2027,40.7
Mansoura University,naive,2025,2028,40.7
Marche Polytechnic University,linear,2025,2026,45.89333333333252
Marche Polytechnic University,linear,2025,2027,48.16939393939356
Marche Polytechnic University,linear,2025,2028,50.445454545453686
Marmara University,naive,2025,2026,17.8
Marmara University,naive,2025,2027,17.8
Marmara University,naive,2025,2028,17.8
Masaryk University,linear,2025,2026,45.10666666666657
Masaryk University,linear,2025,2027,47.99787878787902
Masaryk University,linear,2025,2028,50.889090909090555
Massachusetts Institute of Technology,naive,2025,2026,98.1
Massachusetts Institute of Technology,naive,2025,2027,98.1
Massachusetts Institute of Technology,naive,2025,2028,98.1
Massey University,linear,2025,2026,48.85333333333256
Massey University,linear,2025,2027,51.59484848484772
Massey University,linear,2025,2028,54.336363636362876
Maynooth University,naive,2025,2026,44.599999999999994
Maynooth University,naive,2025,2027,44.599999999999994
Maynooth University,naive,2025,2028,44.599999999999994
McGill University,naive,2025,2026,76.7
McGill University,naive,2025,2027,76.7
McGill University,naive,2025,2028,76.7
McMaster University,naive,2025,2026,65.2
McMaster University,naive,2025,2027,65.2
McMaster University,naive,2025,2028,65.2
Medical University of Vienna,linear,2025,2026,70.38016129032076
Medical University of Vienna,linear,2025,2027,74.94475806451374
Medical University of Vienna,linear,2025,2028,79.50935483870853
Meiji University,naive,2025,2026,17.8
Meiji University,naive,2025,2027,17.8
Meiji University,naive,2025,2028,17.8
Memorial University of Newfoundland,linear,2025,2026,50.469999999999345
Memorial University of Newfoundland,linear,2025,2027,53.593636363635596
Memorial University of Newfoundland,linear,2025,2028,56.71727272727276
Michigan State University,naive,2025,2026,64.7
Michigan State University,naive,2025,2027,64.7
Michigan State University,naive,2025,2028,64.7
Middle East Technical University,linear,2025,2026,39.295748530076935
Middle East Technical University,linear,2025,2027,39.95314337403897
Middle East Technical University,linear,2025,2028,40.61053821800101
Middlesex University,naive,2025,2026,44.599999999999994
Middlesex University,naive,2025,2027,44.599999999999994
Middlesex University,naive,2025,2028,44.599999999999994
Ming Chuan University,naive,2025,2026,17.8
Ming Chuan University,naive,2025,2027,17.8
Ming Chuan University,naive,2025,2028,17.8
Missouri University of Science and Technology,linear,2025,2026,55.93000000000029
Missouri University of Science and Technology,linear,2025,2027,59.65090909090941
Missouri University of Science and Technology,linear,2025,2028,63.371818181818526
Mizzou - University of Missouri,naive,2025,2026,44.599999999999994
Mizzou - University of Missouri,naive,2025,2027,44.599999999999994
Mizzou - University of Missouri,naive,2025,2028,44.599999999999994
Mohammed V University of Rabat,linear,2025,2026,26.359722222222445
Mohammed V University of Rabat,linear,2025,2027,27.640555555555693
Mohammed V University of Rabat,linear,2025,2028,28.92138888888894
Monash University,linear,2025,2026,77.58571428571395
Monash University,linear,2025,2027,79.38142857142839
Monash University,linear,2025,2028,81.17714285714283
Montana State University,naive,2025,2026,32.55
Montana State University,naive,2025,2027,32.55
Montana State University,naive,2025,2028,32.55
Montpellier University,linear,2025,2026,60.92000000000007
Montpellier University,linear,2025,2027,64.45181818181845
Montpellier University,linear,2025,2028,67.98363636363592
Moscow Institute of Physics and Technology (MIPT),naive,2025,2026,54.7
Moscow Institute of Physics and Technology (MIPT),naive,2025,2027,54.7
Moscow Institute of Physics and Technology (MIPT),naive,2025,2028,54.7
Murdoch University,linear,2025,2026,55.81999999999971
Murdoch University,linear,2025,2027,59.22272727272684
Murdoch University,linear,2025,2028,62.62545454545398
NOVA University of Lisbon,linear,2025,2026,52.48666666666668
NOVA University of Lisbon,linear,2025,2027,55.817878787878726
NOVA University of Lisbon,linear,2025,2028,59.14909090909077
Nagaoka University of Technology,linear,2025,2026,26.809722222222263
Nagaoka University of Technology,linear,2025,2027,28.360555555555493
Nagaoka University of Technology,linear,2025,2028,29.911388888888723
Nagasaki University,linear,2025,2026,29.443333333333612
Nagasaki University,linear,2025,2027,31.204848484848753
Nagasaki University,linear,2025,2028,32.966363636363894
Nagoya City University,linear,2025,2026,24.954166666666765
Nagoya City University,linear,2025,2027,25.4616666666667
Nagoya City University,linear,2025,2028,25.969166666666638
Nagoya Institute of Technology,linear,2025,2026,22.720833333333303
Nagoya Institute of Technology,linear,2025,2027,23.394999999999982
Nagoya Institute of Technology,linear,2025,2028,24.06916666666666
Nagoya University,linear,2025,2026,64.19999999999982
Nagoya University,linear,2025,2027,68.08272727272742
Nagoya University,linear,2025,2028,71.96545454545412
Nanjing Medical University,naive,2025,2026,36.3
Nanjing Medical University,naive,2025,2027,36.3
Nanjing Medical University,naive,2025,2028,36.3
Nanjing Normal University,linear,2025,2026,36.85138888888878
Nanjing Normal University,linear,2025,2027,38.2072222222223
Nanjing Normal University,linear,2025,2028,39.563055555555366
Nanjing Tech University,linear,2025,2026,43.058333333333394
Nanjing Tech University,linear,2025,2027,45.6899999999996
Nanjing Tech University,linear,2025,2028,48.321666666666715
Nanjing University,linear,2025,2026,71.8364640883974
Nanjing University,linear,2025,2027,74.50433701657403
Nanjing University,linear,2025,2028,77.17220994475065
Nantes Université,linear,2025,2026,47.2533333333331
Nantes Université,linear,2025,2027,50.055757575757525
Nantes Université,linear,2025,2028,52.85818181818195
"Nanyang Technological University, Singapore",linear,2025,2026,86.06571428571442
"Nanyang Technological University, Singapore",linear,2025,2027,88.37892857142833
"Nanyang Technological University, Singapore",linear,2025,2028,90.69214285714315
National Autonomous University of Mexico,linear,2025,2026,39.29666666666617
National Autonomous University of Mexico,linear,2025,2027,41.48060606060608
National Autonomous University of Mexico,linear,2025,2028,43.66454545454508
National Central University,linear,2025,2026,35.88333333333321
National Central University,linear,2025,2027,38.059393939393885
National Central University,linear,2025,2028,40.23545454545365
National Cheng Kung University (NCKU),linear,2025,2026,49.45333333333383
National Cheng Kung University (NCKU),linear,2025,2027,52.39666666666653
National Cheng Kung University (NCKU),linear,2025,2028,55.340000000000146
National Chengchi University,naive,2025,2026,27.9
National Chengchi University,naive,2025,2027,27.9
National Chengchi University,naive,2025,2028,27.9
National Chung Cheng University,linear,2025,2026,27.783333333333303
National Chung Cheng University,linear,2025,2027,29.541212121212084
National Chung Cheng University,linear,2025,2028,31.299090909090864
National Chung Hsing University,linear,2025,2026,31.60073529411784
National Chung Hsing University,linear,2025,2027,33.81470588235334
National Chung Hsing University,linear,2025,2028,36.028676470587925
National Institute of Applied Sciences of Lyon (INSA Lyon),linear,2025,2026,45.70333333333383
National Institute of Applied Sciences of Lyon (INSA Lyon),linear,2025,2027,48.60030303030362
National Institute of Applied Sciences of Lyon (INSA Lyon),linear,2025,2028,51.49727272727341
National Institute of Technology Rourkela,linear,2025,2026,36.99722222222226
National Institute of Technology Rourkela,linear,2025,2027,38.53222222222212
National Institute of Technology Rourkela,linear,2025,2028,40.067222222222426
National Research Nuclear University MEPhI,linear,2025,2026,54.75
National Research Nuclear University MEPhI,linear,2025,2027,57.881818181817835
National Research Nuclear University MEPhI,linear,2025,2028,61.01363636363567
National Sun Yat-Sen University,linear,2025,2026,31.640331491712686
National Sun Yat-Sen University,linear,2025,2027,31.993812154696116
National Sun Yat-Sen University,linear,2025,2028,32.347292817679545
National Taipei University of Technology,linear,2025,2026,39.123333333332994
National Taipei University of Technology,linear,2025,2027,42.122121212120874
National Taipei University of Technology,linear,2025,2028,45.120909090908754
National Taiwan Normal University,linear,2025,2026,48.21333333333405
National Taiwan Normal University,linear,2025,2027,51.29666666666708
National Taiwan Normal University,linear,2025,2028,54.38000000000011
National Taiwan Ocean University,linear,2025,2026,29.303333333333285
National Taiwan Ocean University,linear,2025,2027,31.086666666666588
National Taiwan Ocean University,linear,2025,2028,32.86999999999989
National Taiwan University (NTU),naive,2025,2026,60.4
National Taiwan University (NTU),naive,2025,2027,60.4
National Taiwan University (NTU),naive,2025,2028,60.4
National Taiwan University of Science and Technology (Taiwan Tech),linear,2025,2026,51.89333333333343
National Taiwan University of Science and Technology (Taiwan Tech),linear,2025,2027,54.90575757575789
National Taiwan University of Science and Technology (Taiwan Tech),linear,2025,2028,57.91818181818235
National Tsing Hua University,naive,2025,2026,47.6
National Tsing Hua University,naive,2025,2027,47.6
National Tsing Hua University,naive,2025,2028,47.6
National University of Córdoba,naive,2025,2026,17.8
National University of Córdoba,naive,2025,2027,17.8
National University of Córdoba,naive,2025,2028,17.8
National University of Science and Technology (MISiS),linear,2025,2026,49.19000000000051
National University of Science and Technology (MISiS),linear,2025,2027,52.93727272727301
National University of Science and Technology (MISiS),linear,2025,2028,56.684545454545514
National University of Sciences and Technology,linear,2025,2026,44.36666666666679
National University of Sciences and Technology,linear,2025,2027,47.599696969697106
National University of Sciences and Technology,linear,2025,2028,50.832727272727425
National University of Singapore,linear,2025,2026,91.27047619047607
National University of Singapore,linear,2025,2027,92.59011904761883
National University of Singapore,linear,2025,2028,93.90976190476158
National and Kapodistrian University of Athens,linear,2025,2026,54.289999999999964
National and Kapodistrian University of Athens,linear,2025,2027,57.78090909090952
National and Kapodistrian University of Athens,linear,2025,2028,61.27181818181816
New Jersey Institute of Technology,linear,2025,2026,52.57000000000062
New Jersey Institute of Technology,linear,2025,2027,55.928181818182566
New Jersey Institute of Technology,linear,2025,2028,59.28636363636451
New Mexico State University (Main campus),naive,2025,2026,36.3
New Mexico State University (Main campus),naive,2025,2027,36.3
New Mexico State University (Main campus),naive,2025,2028,36.3
New York University,naive,2025,2026,80.3
New York University,naive,2025,2027,80.3
New York University,naive,2025,2028,80.3
Newcastle University,linear,2025,2026,61.19387054161166
Newcastle University,linear,2025,2027,62.20042272126807
Newcastle University,linear,2025,2028,63.206974900924706
Nicolaus Copernicus University in Toruń,linear,2025,2026,30.211111111111222
Nicolaus Copernicus University in Toruń,linear,2025,2027,32.14777777777772
Nicolaus Copernicus University in Toruń,linear,2025,2028,34.08444444444467
Niigata University,naive,2025,2026,27.9
Niigata University,naive,2025,2027,27.9
Niigata University,naive,2025,2028,27.9
North Carolina State University,linear,2025,2026,61.409999999999854
North Carolina State University,linear,2025,2027,64.62090909090966
North Carolina State University,linear,2025,2028,67.83181818181856
Northeast Normal University,linear,2025,2026,36.66944444444425
Northeast Normal University,linear,2025,2027,38.1344444444444
Northeast Normal University,linear,2025,2028,39.59944444444409
"Northeastern University, China",linear,2025,2026,41.73750000000018
"Northeastern University, China",linear,2025,2027,44.345000000000255
"Northeastern University, China",linear,2025,2028,46.95250000000033
"Northeastern University, US",naive,2025,2026,57.2
"Northeastern University, US",naive,2025,2027,57.2
"Northeastern University, US",naive,2025,2028,57.2
Northumbria University,naive,2025,2026,47.6
Northumbria University,naive,2025,2027,47.6
Northumbria University,naive,2025,2028,47.6
Northwestern Polytechnical University,linear,2025,2026,60.340000000000146
Northwestern Polytechnical University,linear,2025,2027,65.21181818181867
Northwestern Polytechnical University,linear,2025,2028,70.0836363636372
Northwestern University,naive,2025,2026,81.4
Northwestern University,naive,2025,2027,81.4
Northwestern University,naive,2025,2028,81.4
Norwegian University of Life Sciences,naive,2025,2026,36.3
Norwegian University of Life Sciences,naive,2025,2027,36.3
Norwegian University of Life Sciences,naive,2025,2028,36.3
Norwegian University of Science and Technology,linear,2025,2026,57.54333333333307
Norwegian University of Science and Technology,linear,2025,2027,60.60757575757543
Norwegian University of Science and Technology,linear,2025,2028,63.6718181818178
Nottingham Trent University,linear,2025,2026,51.28333333333285
Nottingham Trent University,linear,2025,2027,55.00393939393871
Nottingham Trent University,linear,2025,2028,58.72454545454548
Novosibirsk State Technical University,naive,2025,2026,17.8
Novosibirsk State Technical University,naive,2025,2027,17.8
Novosibirsk State Technical University,naive,2025,2028,17.8
Novosibirsk State University,naive,2025,2026,36.3
Novosibirsk State University,naive,2025,2027,36.3
Novosibirsk State University,naive,2025,2028,36.3
Oakland University,linear,2025,2026,34.47333333333336
Oakland University,linear,2025,2027,36.87121212121201
Oakland University,linear,2025,2028,39.269090909090664
Ohio State University (Main campus),naive,2025,2026,65.2
Ohio State University (Main campus),naive,2025,2027,65.2
Ohio State University (Main campus),naive,2025,2028,65.2
Oita University,naive,2025,2026,17.8
Oita University,naive,2025,2027,17.8
Oita University,naive,2025,2028,17.8
Okayama University,linear,2025,2026,38.83333333333394
Okayama University,linear,2025,2027,41.39848484848517
Okayama University,linear,2025,2028,43.963636363637306
Oklahoma State University,naive,2025,2026,40.7
Oklahoma State University,naive,2025,2027,40.7
Oklahoma State University,naive,2025,2028,40.7
Old Dominion University,linear,2025,2026,36.95694444444507
Old Dominion University,linear,2025,2027,38.07611111111146
Old Dominion University,linear,2025,2028,39.1952777777783
Oregon Health and Science University,naive,2025,2026,52.35
Oregon Health and Science University,naive,2025,2027,52.35
Oregon Health and Science University,naive,2025,2028,52.35
Osmania University,naive,2025,2026,27.9
Osmania University,naive,2025,2027,27.9
Osmania University,naive,2025,2028,27.9
Oxford Brookes University,linear,2025,2026,45.54333333333307
Oxford Brookes University,linear,2025,2027,47.925757575756506
Oxford Brookes University,linear,2025,2028,50.308181818180856
Palacký University Olomouc,naive,2025,2026,32.55
Palacký University Olomouc,naive,2025,2027,32.55
Palacký University Olomouc,naive,2025,2028,32.55
Panjab University,linear,2025,2026,46.636666666666315
Panjab University,linear,2025,2027,49.83060606060553
Panjab University,linear,2025,2028,53.02454545454475
Panthéon-Sorbonne University – Paris 1,naive,2025,2026,36.3
Panthéon-Sorbonne University – Paris 1,naive,2025,2027,36.3
Panthéon-Sorbonne University – Paris 1,naive,2025,2028,36.3
Peking University,linear,2025,2026,94.09333333333325
Peking University,linear,2025,2027,96.10083333333341
Peking University,linear,2025,2028,98.10833333333312
Penn State (Main campus),naive,2025,2026,66.2
Penn State (Main campus),naive,2025,2027,66.2
Penn State (Main campus),naive,2025,2028,66.2
Peter the Great St Petersburg Polytechnic University,linear,2025,2026,60.58333333333212
Peter the Great St Petersburg Polytechnic University,linear,2025,2027,65.19666666666672
Peter the Great St Petersburg Polytechnic University,linear,2025,2028,69.80999999999949
Pohang University of Science and Technology (POSTECH),linear,2025,2026,54.980000000000246
Pohang University of Science and Technology (POSTECH),linear,2025,2027,54.23500000000013
Pohang University of Science and Technology (POSTECH),linear,2025,2028,53.49000000000024
Politecnico di Milano,linear,2025,2026,63.35333333333347
Politecnico di Milano,linear,2025,2027,66.96666666666624
Politecnico di Milano,linear,2025,2028,70.57999999999993
Polytechnic University of Turin,linear,2025,2026,51.35333333333347
Polytechnic University of Turin,linear,2025,2027,54.19393939393922
Polytechnic University of Turin,linear,2025,2028,57.03454545454497
