university,model,origin_last_year,year,forecast
Polytechnic University of Valencia,linear,2025,2026,42.983333333333576
Polytechnic University of Valencia,linear,2025,2027,45.58303030303068
Polytechnic University of Valencia,linear,2025,2028,48.18272727272779
Pompeu Fabra University,naive,2025,2026,60.1
Pompeu Fabra University,naive,2025,2027,60.1
Pompeu Fabra University,naive,2025,2028,60.1
Pontifical Catholic University of Rio Grande do Sul (PUCRS),linear,2025,2026,38.626666666667006
Pontifical Catholic University of Rio Grande do Sul (PUCRS),linear,2025,2027,41.26424242424309
Pontifical Catholic University of Rio Grande do Sul (PUCRS),linear,2025,2028,43.90181818181827
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),linear,2025,2026,44.02333333333263
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),linear,2025,2027,46.92393939393878
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),linear,2025,2028,49.82454545454493
Pontifical Catholic University of Valparaíso,naive,2025,2026,17.8
Pontifical Catholic University of Valparaíso,naive,2025,2027,17.8
Pontifical Catholic University of Valparaíso,naive,2025,2028,17.8
Pontificia Universidad Católica de Chile,linear,2025,2026,54.34333333333325
Pontificia Universidad Católica de Chile,linear,2025,2027,57.85393939393998
Pontificia Universidad Católica de Chile,linear,2025,2028,61.364545454545805
Pontificia Universidad Javeriana,linear,2025,2026,26.200000000000273
Pontificia Universidad Javeriana,linear,2025,2027,24.88666666666677
Pontificia Universidad Javeriana,linear,2025,2028,23.57333333333372
Pontifícia Universidade Católica do Paraná,linear,2025,2026,30.729999999999563
Pontifícia Universidade Católica do Paraná,linear,2025,2027,33.04818181818155
Pontifícia Universidade Católica do Paraná,linear,2025,2028,35.36636363636353
Portland State University,linear,2025,2026,41.14338709677395
Portland State University,linear,2025,2027,43.914919354839185
Portland State University,linear,2025,2028,46.68645161290351
Prince of Songkla University,linear,2025,2026,29.06999999999971
Prince of Songkla University,linear,2025,2027,31.237272727272284
Prince of Songkla University,linear,2025,2028,33.40454545454577
Princeton University,linear,2025,2026,94.50761904761902
Princeton University,linear,2025,2027,94.71940476190474
Princeton University,linear,2025,2028,94.93119047619047
Purdue University West Lafayette,linear,2025,2026,68.04190476190479
Purdue University West Lafayette,linear,2025,2027,68.78547619047617
Purdue University West Lafayette,linear,2025,2028,69.52904761904756
Pusan National University,linear,2025,2026,45.54999999999927
Pusan National University,linear,2025,2027,48.55999999999949
Pusan National University,linear,2025,2028,51.56999999999971
Qatar University,linear,2025,2026,66.93999999999869
Qatar University,linear,2025,2027,71.73636363636251
Qatar University,linear,2025,2028,76.53272727272633
Quaid-i-Azam University,linear,2025,2026,56.469999999999345
Quaid-i-Azam University,linear,2025,2027,60.457083333332776
Quaid-i-Azam University,linear,2025,2028,64.4441666666662
Queen Mary University of London,naive,2025,2026,62.3
Queen Mary University of London,naive,2025,2027,62.3
Queen Mary University of London,naive,2025,2028,62.3
Queensland University of Technology,naive,2025,2026,57.2
Queensland University of Technology,naive,2025,2027,57.2
Queensland University of Technology,naive,2025,2028,57.2
Queen’s University,linear,2025,2026,56.005030674846694
Queen’s University,linear,2025,2027,57.81380368098189
Queen’s University,linear,2025,2028,59.622576687116634
Queen’s University Belfast,linear,2025,2026,58.0633333333335
Queen’s University Belfast,linear,2025,2027,59.06484848484865
Queen’s University Belfast,linear,2025,2028,60.0663636363638
RCSI University of Medicine and Health Sciences,naive,2025,2026,54.7
RCSI University of Medicine and Health Sciences,naive,2025,2027,54.7
RCSI University of Medicine and Health Sciences,naive,2025,2028,54.7
RMIT University,linear,2025,2026,64.15666666666584
RMIT University,linear,2025,2027,68.43878787878748
RMIT University,linear,2025,2028,72.72090909090912
RUDN University,linear,2025,2026,46.702777777777555
RUDN University,linear,2025,2027,50.267777777778065
RUDN University,linear,2025,2028,53.832777777777665
RWTH Aachen University,linear,2025,2026,70.36285714285759
RWTH Aachen University,linear,2025,2027,71.87321428571431
RWTH Aachen University,linear,2025,2028,73.38357142857149
Radboud University Nijmegen,naive,2025,2026,62.2
Radboud University Nijmegen,naive,2025,2027,62.2
Radboud University Nijmegen,naive,2025,2028,62.2
Rensselaer Polytechnic Institute,linear,2025,2026,39.06968295904892
Rensselaer Polytechnic Institute,linear,2025,2027,38.77450462351385
Rensselaer Polytechnic Institute,linear,2025,2028,38.47932628797889
Rice University,naive,2025,2026,65.4
Rice University,naive,2025,2027,65.4
Rice University,naive,2025,2028,65.4
Riga Technical University,linear,2025,2026,31.827777777777555
Riga Technical University,linear,2025,2027,33.804444444444016
Riga Technical University,linear,2025,2028,35.78111111111093
Ritsumeikan University,linear,2025,2026,22.32083333333344
Ritsumeikan University,linear,2025,2027,23.198333333333494
Ritsumeikan University,linear,2025,2028,24.07583333333355
Robert Gordon University,linear,2025,2026,36.64861111111168
Robert Gordon University,linear,2025,2027,39.28277777777839
Robert Gordon University,linear,2025,2028,41.91694444444511
Rochester Institute of Technology,linear,2025,2026,41.553333333333285
Rochester Institute of Technology,linear,2025,2027,44.31393939394002
Rochester Institute of Technology,linear,2025,2028,47.07454545454584
Roskilde University,linear,2025,2026,40.74027777777792
Roskilde University,linear,2025,2027,41.93277777777803
Roskilde University,linear,2025,2028,43.12527777777814
Rovira i Virgili University,linear,2025,2026,47.29333333333307
Rovira i Virgili University,linear,2025,2027,49.74757575757576
Rovira i Virgili University,linear,2025,2028,52.20181818181845
"Royal Holloway, University of London",naive,2025,2026,47.6
"Royal Holloway, University of London",naive,2025,2027,47.6
"Royal Holloway, University of London",naive,2025,2028,47.6
Royal Veterinary College,linear,2025,2026,54.22999999999956
Royal Veterinary College,linear,2025,2027,57.09181818181787
Royal Veterinary College,linear,2025,2028,59.95363636363618
Ruhr University Bochum,linear,2025,2026,62.75000000000091
Ruhr University Bochum,linear,2025,2027,66.04272727272746
Ruhr University Bochum,linear,2025,2028,69.33545454545492
Rush University,naive,2025,2026,44.599999999999994
Rush University,naive,2025,2027,44.599999999999994
Rush University,naive,2025,2028,44.599999999999994
Rutgers University–New Brunswick,naive,2025,2026,52.35
Rutgers University–New Brunswick,naive,2025,2027,52.35
Rutgers University–New Brunswick,naive,2025,2028,52.35
SOAS University of London,linear,2025,2026,47.92361111111131
SOAS University of London,linear,2025,2027,49.3227777777779
SOAS University of London,linear,2025,2028,50.721944444444944
SRM Institute of Science and Technology,linear,2025,2026,29.73055555555584
SRM Institute of Science and Technology,linear,2025,2027,31.898888888888905
SRM Institute of Science and Technology,linear,2025,2028,34.06722222222197
SUNY Binghamton University,naive,2025,2026,40.7
SUNY Binghamton University,naive,2025,2027,40.7
SUNY Binghamton University,naive,2025,2028,40.7
Sabancı University,linear,2025,2026,51.13454545454579
Sabancı University,linear,2025,2027,53.07136363636391
Sabancı University,linear,2025,2028,55.00818181818204
Saitama Medical University,linear,2025,2026,28.42361111111086
Saitama Medical University,linear,2025,2027,30.112777777777865
Saitama Medical University,linear,2025,2028,31.801944444444416
Saitama University,naive,2025,2026,17.8
Saitama University,naive,2025,2027,17.8
Saitama University,naive,2025,2028,17.8
San Diego State University,naive,2025,2026,32.55
San Diego State University,naive,2025,2027,32.55
San Diego State University,naive,2025,2028,32.55
Sant’Anna School of Advanced Studies – Pisa,naive,2025,2026,57.2
Sant’Anna School of Advanced Studies – Pisa,naive,2025,2027,57.2
Sant’Anna School of Advanced Studies – Pisa,naive,2025,2028,57.2
Sapienza University of Rome,linear,2025,2026,69.98666666666759
Sapienza University of Rome,linear,2025,2027,74.2824242424249
Sapienza University of Rome,linear,2025,2028,78.5781818181822
Sathyabama Institute of Science and Technology,linear,2025,2026,27.663888888889232
Sathyabama Institute of Science and Technology,linear,2025,2027,29.522222222222354
Sathyabama Institute of Science and Technology,linear,2025,2028,31.38055555555593
Savitribai Phule Pune University,naive,2025,2026,36.3
Savitribai Phule Pune University,naive,2025,2027,36.3
Savitribai Phule Pune University,naive,2025,2028,36.3
Scuola Normale Superiore di Pisa,linear,2025,2026,57.910909090909115
Scuola Normale Superiore di Pisa,linear,2025,2027,58.02181818181819
Scuola Normale Superiore di Pisa,linear,2025,2028,58.132727272727294
Sechenov University,linear,2025,2026,37.619444444444525
Sechenov University,linear,2025,2027,40.74111111111051
Sechenov University,linear,2025,2028,43.86277777777741
Sejong University,linear,2025,2026,66.94666666666672
Sejong University,linear,2025,2027,71.91424242424182
Sejong University,linear,2025,2028,76.88181818181874
Semmelweis University,linear,2025,2026,65.68999999999869
Semmelweis University,linear,2025,2027,70.35818181818104
Semmelweis University,linear,2025,2028,75.02636363636339
Seoul National University,linear,2025,2026,75.31904761904752
Seoul National University,linear,2025,2027,76.52976190476147
Seoul National University,linear,2025,2028,77.74047619047587
Shahid Beheshti University,linear,2025,2026,44.44879032258086
Shahid Beheshti University,linear,2025,2027,48.025000000000546
Shahid Beheshti University,linear,2025,2028,51.60120967741932
Shanghai Jiao Tong University,linear,2025,2026,90.21333333333132
Shanghai Jiao Tong University,linear,2025,2027,96.37303030302974
Shanghai Jiao Tong University,linear,2025,2028,102.53272727272633
Shanghai University,linear,2025,2026,52.16000000000167
Shanghai University,linear,2025,2027,56.59909090909241
Shanghai University,linear,2025,2028,61.03818181818315
Shantou University,linear,2025,2026,39.57333333333372
Shantou University,linear,2025,2027,42.16666666666697
Shantou University,linear,2025,2028,44.76000000000022
Sharif University of Technology,linear,2025,2026,60.65666666666584
Sharif University of Technology,linear,2025,2027,65.23424242424153
Sharif University of Technology,linear,2025,2028,69.81181818181722
Sheffield Hallam University,linear,2025,2026,42.863333333333685
Sheffield Hallam University,linear,2025,2027,46.29939393939458
Sheffield Hallam University,linear,2025,2028,49.73545454545456
Shibaura Institute of Technology,linear,2025,2026,23.174999999999727
Shibaura Institute of Technology,linear,2025,2027,24.359999999999673
Shibaura Institute of Technology,linear,2025,2028,25.545000000000073
Shimane University,naive,2025,2026,17.8
Shimane University,naive,2025,2027,17.8
Shimane University,naive,2025,2028,17.8
Shinshu University,linear,2025,2026,29.433333333333394
Shinshu University,linear,2025,2027,31.253939393939618
Shinshu University,linear,2025,2028,33.07454545454539
Shiraz University,linear,2025,2026,38.120833333333394
Shiraz University,linear,2025,2027,40.20499999999993
Shiraz University,linear,2025,2028,42.28916666666646
Shizuoka University,naive,2025,2026,17.8
Shizuoka University,naive,2025,2027,17.8
Shizuoka University,naive,2025,2028,17.8
Showa University,linear,2025,2026,29.06999999999971
Showa University,linear,2025,2027,31.237272727272284
Showa University,linear,2025,2028,33.40454545454577
Siberian Federal University,linear,2025,2026,33.13194444444434
Siberian Federal University,linear,2025,2027,35.68611111111113
Siberian Federal University,linear,2025,2028,38.24027777777792
Sichuan University,linear,2025,2026,68.31000000000131
Sichuan University,linear,2025,2027,74.18545454545529
Sichuan University,linear,2025,2028,80.06090909091108
Sidi Mohamed Ben Abdellah University,naive,2025,2026,27.9
Sidi Mohamed Ben Abdellah University,naive,2025,2027,27.9
Sidi Mohamed Ben Abdellah University,naive,2025,2028,27.9
Simon Fraser University,naive,2025,2026,52.35
Simon Fraser University,naive,2025,2027,52.35
Simon Fraser University,naive,2025,2028,52.35
Slovak University of Technology in Bratislava,naive,2025,2026,17.8
Slovak University of Technology in Bratislava,naive,2025,2027,17.8
Slovak University of Technology in Bratislava,naive,2025,2028,17.8
Sofia University,naive,2025,2026,17.8
Sofia University,naive,2025,2027,17.8
Sofia University,naive,2025,2028,17.8
Sogang University,linear,2025,2026,37.899999999999636
Sogang University,linear,2025,2027,40.0363636363636
Sogang University,linear,2025,2028,42.17272727272666
"Soochow University, China",linear,2025,2026,50.469999999999345
"Soochow University, China",linear,2025,2027,53.593636363635596
"Soochow University, China",linear,2025,2028,56.71727272727276
Sophia University,naive,2025,2026,17.8
Sophia University,naive,2025,2027,17.8
Sophia University,naive,2025,2028,17.8
South China University of Technology,linear,2025,2026,62.88000000000102
South China University of Technology,linear,2025,2027,67.67909090909234
South China University of Technology,linear,2025,2028,72.47818181818366
South Valley University  (Egypt),linear,2025,2026,30.940277777778192
South Valley University  (Egypt),linear,2025,2027,32.899444444444725
South Valley University  (Egypt),linear,2025,2028,34.85861111111126
Southeast University,linear,2025,2026,53.880555555555475
Southeast University,linear,2025,2027,56.6455555555558
Southeast University,linear,2025,2028,59.41055555555522
Southern Cross University,linear,2025,2026,49.17000000000007
Southern Cross University,linear,2025,2027,52.15545454545463
Southern Cross University,linear,2025,2028,55.14090909090919
Southern Federal University,linear,2025,2026,25.029999999999745
Southern Federal University,linear,2025,2027,26.646363636363276
Southern Federal University,linear,2025,2028,28.262727272726806
Sri Venkateswara University,naive,2025,2026,27.9
Sri Venkateswara University,naive,2025,2027,27.9
Sri Venkateswara University,naive,2025,2028,27.9
"St George’s, University of London",naive,2025,2026,52.35
"St George’s, University of London",naive,2025,2027,52.35
"St George’s, University of London",naive,2025,2028,52.35
Stanford University,naive,2025,2026,97.2
Stanford University,naive,2025,2027,97.2
Stanford University,naive,2025,2028,97.2
Stellenbosch University,naive,2025,2026,52.35
Stellenbosch University,naive,2025,2027,52.35
Stellenbosch University,naive,2025,2028,52.35
Stevens Institute of Technology,linear,2025,2026,47.094444444444434
Stevens Institute of Technology,linear,2025,2027,48.8844444444444
Stevens Institute of Technology,linear,2025,2028,50.67444444444436
Stockholm University,naive,2025,2026,59.2
Stockholm University,naive,2025,2027,59.2
Stockholm University,naive,2025,2028,59.2
Stony Brook University,linear,2025,2026,48.158571428571406
Stony Brook University,linear,2025,2027,48.40339285714282
Stony Brook University,linear,2025,2028,48.64821428571429
Suez Canal University,linear,2025,2026,42.78666666666686
Suez Canal University,linear,2025,2027,45.46424242424291
Suez Canal University,linear,2025,2028,48.14181818181805
Sultan Qaboos University,linear,2025,2026,46.136666666667224
Sultan Qaboos University,linear,2025,2027,49.74242424242493
Sultan Qaboos University,linear,2025,2028,53.34818181818264
Sun Yat-sen University,linear,2025,2026,55.79696132596655
Sun Yat-sen University,linear,2025,2027,57.67505524861872
Sun Yat-sen University,linear,2025,2028,59.553149171270434
Sungkyunkwan University (SKKU),naive,2025,2026,66.1
Sungkyunkwan University (SKKU),naive,2025,2027,66.1
Sungkyunkwan University (SKKU),naive,2025,2028,66.1
Suranaree University of Technology,linear,2025,2026,27.279999999999745
Suranaree University of Technology,linear,2025,2027,28.661818181818035
Suranaree University of Technology,linear,2025,2028,30.043636363636324
Swansea University,linear,2025,2026,63.34666666666635
Swansea University,linear,2025,2027,66.85878787878755
Swansea University,linear,2025,2028,70.37090909090875
Swedish University of Agricultural Sciences,linear,2025,2026,51.15607734806645
Swedish University of Agricultural Sciences,linear,2025,2027,52.46488950276262
Swedish University of Agricultural Sciences,linear,2025,2028,53.77370165745879
Swinburne University of Technology,linear,2025,2026,64.2566666666662
Swinburne University of Technology,linear,2025,2027,68.47242424242359
Swinburne University of Technology,linear,2025,2028,72.68818181818096
Syracuse University,naive,2025,2026,47.6
Syracuse University,naive,2025,2027,47.6
Syracuse University,naive,2025,2028,47.6
TOBB University of Economics and Technology,linear,2025,2026,26.45277777777801
TOBB University of Economics and Technology,linear,2025,2027,27.607777777777756
TOBB University of Economics and Technology,linear,2025,2028,28.762777777777956
TU Dortmund University,linear,2025,2026,54.03333333333376
TU Dortmund University,linear,2025,2027,56.696666666666715
TU Dortmund University,linear,2025,2028,59.36000000000058
TU Dresden,naive,2025,2026,61.1
TU Dresden,naive,2025,2027,61.1
TU Dresden,naive,2025,2028,61.1
TU Wien,linear,2025,2026,58.73000000000047
TU Wien,linear,2025,2027,61.875454545454886
TU Wien,linear,2025,2028,65.0209090909093
Taipei Medical University,naive,2025,2026,47.6
Taipei Medical University,naive,2025,2027,47.6
Taipei Medical University,naive,2025,2028,47.6
Tallinn University of Technology,linear,2025,2026,46.71333333333314
Tallinn University of Technology,linear,2025,2027,50.05666666666639
Tallinn University of Technology,linear,2025,2028,53.399999999999636
Tamkang University,linear,2025,2026,23.174999999999727
Tamkang University,linear,2025,2027,24.359999999999673
Tamkang University,linear,2025,2028,25.545000000000073
Taras Shevchenko National University of Kyiv,naive,2025,2026,17.8
Taras Shevchenko National University of Kyiv,naive,2025,2027,17.8
Taras Shevchenko National University of Kyiv,naive,2025,2028,17.8
Technical University of Berlin,linear,2025,2026,60.24166666666666
Technical University of Berlin,linear,2025,2027,60.31666666666668
Technical University of Berlin,linear,2025,2028,60.391666666666666
Technical University of Darmstadt,linear,2025,2026,61.886666666666315
Technical University of Darmstadt,linear,2025,2027,65.0396969696967
Technical University of Darmstadt,linear,2025,2028,68.1927272727271
Technical University of Denmark,linear,2025,2026,61.752380952381145
Technical University of Denmark,linear,2025,2027,62.6380952380955
Technical University of Denmark,linear,2025,2028,63.52380952380963
Technical University of Liberec,naive,2025,2026,17.8
Technical University of Liberec,naive,2025,2027,17.8
Technical University of Liberec,naive,2025,2028,17.8
Technical University of Madrid,linear,2025,2026,38.293333333333976
Technical University of Madrid,linear,2025,2027,40.60939393939407
Technical University of Madrid,linear,2025,2028,42.92545454545507
Technical University of Munich,linear,2025,2026,86.72952380952302
Technical University of Munich,linear,2025,2027,88.9323809523803
Technical University of Munich,linear,2025,2028,91.13523809523758
Technion Israel Institute of Technology,linear,2025,2026,49.95986394557849
Technion Israel Institute of Technology,linear,2025,2027,51.49013605442224
Technion Israel Institute of Technology,linear,2025,2028,53.02040816326553
Tecnológico de Monterrey,linear,2025,2026,45.70333333333383
Tecnológico de Monterrey,linear,2025,2027,48.60030303030362
Tecnológico de Monterrey,linear,2025,2028,51.49727272727341
Teesside University,linear,2025,2026,33.234722222222445
Teesside University,linear,2025,2027,34.48388888888894
Teesside University,linear,2025,2028,35.73305555555589
Tehran University of Medical Sciences,linear,2025,2026,50.45333333333292
Tehran University of Medical Sciences,linear,2025,2027,54.00121212121212
Tehran University of Medical Sciences,linear,2025,2028,57.54909090909041
Tel Aviv University,naive,2025,2026,57.2
Tel Aviv University,naive,2025,2027,57.2
Tel Aviv University,naive,2025,2028,57.2
Temple University,naive,2025,2026,50.2
Temple University,naive,2025,2027,50.2
Temple University,naive,2025,2028,50.2
Texas A&M University,linear,2025,2026,62.28131868131868
Texas A&M University,linear,2025,2027,63.39406593406602
Texas A&M University,linear,2025,2028,64.50681318681336
Texas Tech University,linear,2025,2026,46.1866666666665
Texas Tech University,linear,2025,2027,49.176060606059764
Texas Tech University,linear,2025,2028,52.16545454545394
Tezpur University,naive,2025,2026,17.8
Tezpur University,naive,2025,2027,17.8
Tezpur University,naive,2025,2028,17.8
The Chinese University of Hong Kong,linear,2025,2026,81.50659340659331
The Chinese University of Hong Kong,linear,2025,2027,83.80461538461532
The Chinese University of Hong Kong,linear,2025,2028,86.10263736263732
The Hashemite University,linear,2025,2026,29.73055555555584
The Hashemite University,linear,2025,2027,31.898888888888905
The Hashemite University,linear,2025,2028,34.06722222222197
The Hong Kong Polytechnic University,linear,2025,2026,70.58232044198758
The Hong Kong Polytechnic University,linear,2025,2027,73.20668508287145
The Hong Kong Polytechnic University,linear,2025,2028,75.83104972375622
The Hong Kong University of Science and Technology,naive,2025,2026,72.9
The Hong Kong University of Science and Technology,naive,2025,2027,72.9
The Hong Kong University of Science and Technology,naive,2025,2028,72.9
The Jikei University School of Medicine,linear,2025,2026,30.505555555555475
The Jikei University School of Medicine,linear,2025,2027,31.295555555555666
The Jikei University School of Medicine,linear,2025,2028,32.08555555555563
The Open University,naive,2025,2026,36.3
The Open University,naive,2025,2027,36.3
The Open University,naive,2025,2028,36.3
The University of Chicago,naive,2025,2026,90.9
The University of Chicago,naive,2025,2027,90.9
The University of Chicago,naive,2025,2028,90.9
The University of Jordan,linear,2025,2026,47.423333333334085
The University of Jordan,linear,2025,2027,51.43848484848513
The University of Jordan,linear,2025,2028,55.45363636363709
The University of Osaka,linear,2025,2026,51.985238095238174
The University of Osaka,linear,2025,2027,52.601309523809505
The University of Osaka,linear,2025,2028,53.217380952380836
The University of Queensland,naive,2025,2026,70.3
The University of Queensland,naive,2025,2027,70.3
The University of Queensland,naive,2025,2028,70.3
The University of Sydney,naive,2025,2026,73.7
The University of Sydney,naive,2025,2027,73.7
The University of Sydney,naive,2025,2028,73.7
The University of Tennessee-Knoxville,linear,2025,2026,60.840000000000146
The University of Tennessee-Knoxville,linear,2025,2027,64.16636363636371
The University of Tennessee-Knoxville,linear,2025,2028,67.49272727272728
The University of Texas at San Antonio,naive,2025,2026,40.7
The University of Texas at San Antonio,naive,2025,2027,40.7
The University of Texas at San Antonio,naive,2025,2028,40.7
The University of Tokyo,linear,2025,2026,79.06095238095236
The University of Tokyo,linear,2025,2027,79.42523809523811
The University of Tokyo,linear,2025,2028,79.78952380952376
The University of Tulsa,naive,2025,2026,44.599999999999994
The University of Tulsa,naive,2025,2027,44.599999999999994
The University of Tulsa,naive,2025,2028,44.599999999999994
The University of Western Australia,naive,2025,2026,62.0
The University of Western Australia,naive,2025,2027,62.0
The University of Western Australia,naive,2025,2028,62.0
Tianjin University,linear,2025,2026,63.88000000000102
Tianjin University,linear,2025,2027,68.63727272727374
Tianjin University,linear,2025,2028,73.39454545454646
Tilburg University,naive,2025,2026,54.7
Tilburg University,naive,2025,2027,54.7
Tilburg University,naive,2025,2028,54.7
Tohoku University,linear,2025,2026,57.02999999999997
Tohoku University,linear,2025,2027,58.03749999999991
Tohoku University,linear,2025,2028,59.044999999999845
Tokai University,linear,2025,2026,29.06999999999971
Tokai University,linear,2025,2027,31.237272727272284
Tokai University,linear,2025,2028,33.40454545454577
Tokushima University,linear,2025,2026,27.783333333333303
Tokushima University,linear,2025,2027,29.39393939393949
Tokushima University,linear,2025,2028,31.004545454545678
Tokyo City University,naive,2025,2026,17.8
Tokyo City University,naive,2025,2027,17.8
Tokyo City University,naive,2025,2028,17.8
Tokyo Denki University,naive,2025,2026,17.8
Tokyo Denki University,naive,2025,2027,17.8
Tokyo Denki University,naive,2025,2028,17.8
Tokyo Institute of Technology,linear,2025,2026,50.502857142857124
Tokyo Institute of Technology,linear,2025,2027,50.88696428571427
Tokyo Institute of Technology,linear,2025,2028,51.27107142857142
Tokyo Medical and Dental University (TMDU),linear,2025,2026,54.590000000001055
Tokyo Medical and Dental University (TMDU),linear,2025,2027,57.80727272727381
Tokyo Medical and Dental University (TMDU),linear,2025,2028,61.02454545454657
Tokyo Metropolitan University,naive,2025,2026,27.9
Tokyo Metropolitan University,naive,2025,2027,27.9
Tokyo Metropolitan University,naive,2025,2028,27.9
Tokyo University of Agriculture and Technology,linear,2025,2026,34.48666666666668
Tokyo University of Agriculture and Technology,linear,2025,2027,36.61424242424255
Tokyo University of Agriculture and Technology,linear,2025,2028,38.74181818181751
Tokyo University of Marine Science and Technology,linear,2025,2026,29.06999999999971
Tokyo University of Marine Science and Technology,linear,2025,2027,31.237272727272284
Tokyo University of Marine Science and Technology,linear,2025,2028,33.40454545454577
Tokyo University of Science,linear,2025,2026,27.866666666666788
Tokyo University of Science,linear,2025,2027,29.195151515151338
Tokyo University of Science,linear,2025,2028,30.523636363636342
Tomas Bata University in Zlín,linear,2025,2026,26.809722222222263
Tomas Bata University in Zlín,linear,2025,2027,28.360555555555493
Tomas Bata University in Zlín,linear,2025,2028,29.911388888888723
Tomsk Polytechnic University,linear,2025,2026,38.11666666666679
Tomsk Polytechnic University,linear,2025,2027,39.66333333333341
Tomsk Polytechnic University,linear,2025,2028,41.210000000000036
Tomsk State University,linear,2025,2026,50.469999999999345
Tomsk State University,linear,2025,2027,53.593636363635596
Tomsk State University,linear,2025,2028,56.71727272727276
Tongji University,linear,2025,2026,69.04333333333307
Tongji University,linear,2025,2027,74.189393939394
Tongji University,linear,2025,2028,79.33545454545492
Tottori University,naive,2025,2026,17.8
Tottori University,naive,2025,2027,17.8
Tottori University,naive,2025,2028,17.8
Toyohashi University of Technology (TUT),linear,2025,2026,29.433333333333394
Toyohashi University of Technology (TUT),linear,2025,2027,31.253939393939618
Toyohashi University of Technology (TUT),linear,2025,2028,33.07454545454539
Trinity College Dublin,linear,2025,2026,61.03047619047618
Trinity College Dublin,linear,2025,2027,61.525119047619
Trinity College Dublin,linear,2025,2028,62.019761904761936
Tsinghua University,linear,2025,2026,96.69047619047615
Tsinghua University,linear,2025,2027,99.14761904761872
Tsinghua University,linear,2025,2028,101.6047619047622
Tufts University,naive,2025,2026,59.8
Tufts University,naive,2025,2027,59.8
Tufts University,naive,2025,2028,59.8
Tulane University,naive,2025,2026,47.6
Tulane University,naive,2025,2027,47.6
Tulane University,naive,2025,2028,47.6
UCL,naive,2025,2026,87.7
UCL,naive,2025,2027,87.7
UCL,naive,2025,2028,87.7
UNSW Sydney,naive,2025,2026,69.1
UNSW Sydney,naive,2025,2027,69.1
UNSW Sydney,naive,2025,2028,69.1
UWE Bristol (University of the West of England),linear,2025,2026,53.76333333333241
UWE Bristol (University of the West of England),linear,2025,2027,57.675757575757416
UWE Bristol (University of the West of England),linear,2025,2028,61.58818181818151
UiT The Arctic University of Norway,naive,2025,2026,40.7
UiT The Arctic University of Norway,naive,2025,2027,40.7
UiT The Arctic University of Norway,naive,2025,2028,40.7
Ulm University,naive,2025,2026,58.7
Ulm University,naive,2025,2027,58.7
Ulm University,naive,2025,2028,58.7
Ulster University,linear,2025,2026,46.52000000000044
Ulster University,linear,2025,2027,49.35636363636331
Ulster University,linear,2025,2028,52.1927272727271
Umeå University,naive,2025,2026,50.2
Umeå University,naive,2025,2027,50.2
Umeå University,naive,2025,2028,50.2
United Arab Emirates University,linear,2025,2026,64.65666666666766
United Arab Emirates University,linear,2025,2027,69.14242424242548
United Arab Emirates University,linear,2025,2028,73.6281818181833
Universidad Autónoma de Nuevo León (UANL),naive,2025,2026,17.8
Universidad Autónoma de Nuevo León (UANL),naive,2025,2027,17.8
Universidad Autónoma de Nuevo León (UANL),naive,2025,2028,17.8
Universidad Autónoma de Yucatán,naive,2025,2026,17.8
Universidad Autónoma de Yucatán,naive,2025,2027,17.8
Universidad Autónoma de Yucatán,naive,2025,2028,17.8
Universidad Autónoma del Estado de Mexico (UAEMex),naive,2025,2026,17.8
Universidad Autónoma del Estado de Mexico (UAEMex),naive,2025,2027,17.8
Universidad Autónoma del Estado de Mexico (UAEMex),naive,2025,2028,17.8
Universidade Estadual Paulista (Unesp),linear,2025,2026,40.3666666666677
Universidade Estadual Paulista (Unesp),linear,2025,2027,43.126969696970264
Universidade Estadual Paulista (Unesp),linear,2025,2028,45.88727272727374
Universidade Estadual de Maringá,naive,2025,2026,17.8
Universidade Estadual de Maringá,naive,2025,2027,17.8
Universidade Estadual de Maringá,naive,2025,2028,17.8
Universidade Federal da Bahia,linear,2025,2026,25.452426470588307
Universidade Federal da Bahia,linear,2025,2027,27.113529411764375
Universidade Federal da Bahia,linear,2025,2028,28.7746323529409
Universidade Federal de Pernambuco,naive,2025,2026,17.8
Universidade Federal de Pernambuco,naive,2025,2027,17.8
Universidade Federal de Pernambuco,naive,2025,2028,17.8
Universidade Federal de Santa Catarina,naive,2025,2026,32.55
Universidade Federal de Santa Catarina,naive,2025,2027,32.55
Universidade Federal de Santa Catarina,naive,2025,2028,32.55
Universidade Federal de São Paulo (UNIFESP),naive,2025,2026,36.3
Universidade Federal de São Paulo (UNIFESP),naive,2025,2027,36.3
Universidade Federal de São Paulo (UNIFESP),naive,2025,2028,36.3
Universidade Federal do ABC (UFABC),linear,2025,2026,24.780555555555566
Universidade Federal do ABC (UFABC),linear,2025,2027,25.178888888888878
Universidade Federal do ABC (UFABC),linear,2025,2028,25.57722222222219
Universidade Federal do Ceará (UFC),naive,2025,2026,17.8
Universidade Federal do Ceará (UFC),naive,2025,2027,17.8
Universidade Federal do Ceará (UFC),naive,2025,2028,17.8
Universidade Federal do Paraná (UFPR),linear,2025,2026,28.193333333333157
Universidade Federal do Paraná (UFPR),linear,2025,2027,30.137575757575632
