university,origin_year,horizon,model,mae,rmse,n_points,step
Brown University,2021,3,linear,0.09818181818172889,0.09818181818172889,1,3
Brown University,2022,3,naive,0.20000000000000284,0.20000000000000284,1,1
Brown University,2022,3,linear,2.254545454545635,2.254545454545635,1,1
Brown University,2022,3,prophet,1.8814619848431846,1.8814619848431846,1,1
Brown University,2022,3,naive,3.9000000000000057,3.9000000000000057,1,2
Brown University,2022,3,linear,0.9178321678321026,0.9178321678321026,1,2
Brown University,2022,3,prophet,6.321223531324023,6.321223531324023,1,2
Brown University,2022,3,naive,4.700000000000003,4.700000000000003,1,3
Brown University,2022,3,linear,1.1902097902096074,1.1902097902096074,1,3
California Institute of Technology,2016,3,naive,0.9000000000000057,0.9000000000000057,1,1
California Institute of Technology,2016,3,linear,0.20666666666666345,0.20666666666666345,1,1
California Institute of Technology,2016,3,prophet,0.9249669169769987,0.9249669169769987,1,1
California Institute of Technology,2016,3,naive,2.200000000000003,2.200000000000003,1,2
California Institute of Technology,2016,3,linear,1.3323809523809587,1.3323809523809587,1,2
California Institute of Technology,2016,3,prophet,2.3651537822563,2.3651537822563,1,2
California Institute of Technology,2016,3,naive,1.1000000000000085,1.1000000000000085,1,3
California Institute of Technology,2016,3,linear,0.0580952380952624,0.0580952380952624,1,3
California Institute of Technology,2017,3,naive,1.2999999999999972,1.2999999999999972,1,1
California Institute of Technology,2017,3,linear,1.2142857142857224,1.2142857142857224,1,1
California Institute of Technology,2017,3,prophet,1.5843166817518153,1.5843166817518153,1,1
California Institute of Technology,2017,3,naive,0.20000000000000284,0.20000000000000284,1,2
California Institute of Technology,2017,3,linear,0.08214285714288394,0.08214285714288394,1,2
California Institute of Technology,2017,3,prophet,0.47907027299270055,0.47907027299270055,1,2
California Institute of Technology,2017,3,naive,0.20000000000000284,0.20000000000000284,1,3
California Institute of Technology,2017,3,linear,0.6785714285714448,0.6785714285714448,1,3
California Institute of Technology,2018,3,naive,1.0999999999999943,1.0999999999999943,1,1
California Institute of Technology,2018,3,linear,0.6892857142856599,0.6892857142856599,1,1
California Institute of Technology,2018,3,prophet,3.224538230503015,3.224538230503015,1,1
California Institute of Technology,2018,3,naive,1.5,1.5,1,2
California Institute of Technology,2018,3,linear,1.3869047619047024,1.3869047619047024,1,2
California Institute of Technology,2018,3,prophet,4.725190948487366,4.725190948487366,1,2
California Institute of Technology,2018,3,naive,1.5,1.5,1,3
California Institute of Technology,2018,3,linear,1.6845238095237391,1.6845238095237391,1,3
California Institute of Technology,2019,3,naive,0.4000000000000057,0.4000000000000057,1,1
California Institute of Technology,2019,3,linear,1.080555555555577,1.080555555555577,1,1
California Institute of Technology,2019,3,prophet,1.069238854403693,1.069238854403693,1,1
California Institute of Technology,2019,3,naive,0.4000000000000057,0.4000000000000057,1,2
California Institute of Technology,2019,3,linear,1.3322222222222422,1.3322222222222422,1,2
California Institute of Technology,2019,3,prophet,1.1963218419231083,1.1963218419231083,1,2
California Institute of Technology,2019,3,naive,0.9000000000000057,0.9000000000000057,1,3
California Institute of Technology,2019,3,linear,2.0838888888889073,2.0838888888889073,1,3
California Institute of Technology,2020,3,naive,0.0,0.0,1,1
California Institute of Technology,2020,3,linear,0.8999999999999773,0.8999999999999773,1,1
California Institute of Technology,2020,3,prophet,1.6107570731505803,1.6107570731505803,1,1
California Institute of Technology,2020,3,naive,0.5,0.5,1,2
California Institute of Technology,2020,3,linear,1.5927272727272452,1.5927272727272452,1,2
California Institute of Technology,2020,3,prophet,1.8584586534452399,1.8584586534452399,1,2
California Institute of Technology,2020,3,naive,0.4000000000000057,0.4000000000000057,1,3
California Institute of Technology,2020,3,linear,0.8854545454545075,0.8854545454545075,1,3
California Institute of Technology,2021,3,naive,0.5,0.5,1,1
California Institute of Technology,2021,3,linear,1.2654545454545882,1.2654545454545882,1,1
California Institute of Technology,2021,3,prophet,0.7243804389132436,0.7243804389132436,1,1
California Institute of Technology,2021,3,naive,0.4000000000000057,0.4000000000000057,1,2
California Institute of Technology,2021,3,linear,0.51727272727274,0.51727272727274,1,2
California Institute of Technology,2021,3,prophet,2.1091939902040764,2.1091939902040764,1,2
California Institute of Technology,2021,3,naive,2.0,2.0,1,3
California Institute of Technology,2021,3,linear,3.06909090909096,3.06909090909096,1,3
California Institute of Technology,2022,3,naive,0.9000000000000057,0.9000000000000057,1,1
California Institute of Technology,2022,3,linear,0.0954545454545439,0.0954545454545439,1,1
California Institute of Technology,2022,3,prophet,1.3703565054766642,1.3703565054766642,1,1
California Institute of Technology,2022,3,naive,1.5,1.5,1,2
California Institute of Technology,2022,3,linear,2.598601398601403,2.598601398601403,1,2
California Institute of Technology,2022,3,prophet,0.758573347966859,0.758573347966859,1,2
California Institute of Technology,2022,3,naive,1.2999999999999972,1.2999999999999972,1,3
California Institute of Technology,2022,3,linear,2.5017482517482534,2.5017482517482534,1,3
Cardiff University,2021,3,naive,0.0,0.0,1,1
Cardiff University,2021,3,linear,1.3866666666668124,1.3866666666668124,1,1
Cardiff University,2021,3,prophet,0.24997764181717486,0.24997764181717486,1,1
Cardiff University,2021,3,naive,0.5,0.5,1,2
Cardiff University,2021,3,linear,1.7066666666667487,1.7066666666667487,1,2
Cardiff University,2021,3,prophet,0.012987162780518702,0.012987162780518702,1,2
Cardiff University,2021,3,naive,4.599999999999994,4.599999999999994,1,3
Cardiff University,2021,3,linear,1.5733333333333093,1.5733333333333093,1,3
Carnegie Mellon University,2016,3,naive,0.5,0.5,1,1
Carnegie Mellon University,2016,3,linear,3.4466666666666725,3.4466666666666725,1,1
Carnegie Mellon University,2016,3,prophet,3.6057672249269643,3.6057672249269643,1,1
Carnegie Mellon University,2016,3,naive,0.3999999999999915,0.3999999999999915,1,2
Carnegie Mellon University,2016,3,linear,3.626666666666665,3.626666666666665,1,2
Carnegie Mellon University,2016,3,prophet,6.038390190926734,6.038390190926734,1,2
Carnegie Mellon University,2016,3,naive,0.29999999999999716,0.29999999999999716,1,3
Carnegie Mellon University,2016,3,linear,3.806666666666672,3.806666666666672,1,3
Carnegie Mellon University,2017,3,naive,0.10000000000000853,0.10000000000000853,1,1
Carnegie Mellon University,2017,3,linear,1.6571428571428726,1.6571428571428726,1,1
Carnegie Mellon University,2017,3,prophet,8.321985949844887,8.321985949844887,1,1
Carnegie Mellon University,2017,3,naive,0.20000000000000284,0.20000000000000284,1,2
Carnegie Mellon University,2017,3,linear,1.4678571428571558,1.4678571428571558,1,2
Carnegie Mellon University,2017,3,prophet,11.808173269598527,11.808173269598527,1,2
Carnegie Mellon University,2017,3,naive,0.5,0.5,1,3
Carnegie Mellon University,2017,3,linear,0.47857142857144197,0.47857142857144197,1,3
Carnegie Mellon University,2018,3,naive,0.09999999999999432,0.09999999999999432,1,1
Carnegie Mellon University,2018,3,linear,0.6392857142856201,0.6392857142856201,1,1
Carnegie Mellon University,2018,3,prophet,0.5943527159953135,0.5943527159953135,1,1
Carnegie Mellon University,2018,3,naive,0.6000000000000085,0.6000000000000085,1,2
Carnegie Mellon University,2018,3,linear,0.488095238095255,0.488095238095255,1,2
Carnegie Mellon University,2018,3,prophet,0.09284206644505844,0.09284206644505844,1,2
Carnegie Mellon University,2018,3,naive,0.9000000000000057,0.9000000000000057,1,3
Carnegie Mellon University,2018,3,linear,1.2154761904762381,1.2154761904762381,1,3
Carnegie Mellon University,2019,3,naive,0.7000000000000028,0.7000000000000028,1,1
Carnegie Mellon University,2019,3,linear,0.772222222222311,0.772222222222311,1,1
Carnegie Mellon University,2019,3,prophet,0.9000170648117773,0.9000170648117773,1,1
Carnegie Mellon University,2019,3,naive,1.0,1.0,1,2
Carnegie Mellon University,2019,3,linear,1.5422222222222217,1.5422222222222217,1,2
Carnegie Mellon University,2019,3,prophet,1.3000212537919253,1.3000212537919253,1,2
Carnegie Mellon University,2019,3,naive,1.4000000000000057,1.4000000000000057,1,3
Carnegie Mellon University,2019,3,linear,2.4122222222222547,2.4122222222222547,1,3
Carnegie Mellon University,2020,3,naive,0.29999999999999716,0.29999999999999716,1,1
Carnegie Mellon University,2020,3,linear,1.2333333333333485,1.2333333333333485,1,1
Carnegie Mellon University,2020,3,prophet,0.15781303532703816,0.15781303532703816,1,1
Carnegie Mellon University,2020,3,naive,0.7000000000000028,0.7000000000000028,1,2
Carnegie Mellon University,2020,3,linear,2.061212121212094,2.061212121212094,1,2
Carnegie Mellon University,2020,3,prophet,0.05431578614845023,0.05431578614845023,1,2
Carnegie Mellon University,2020,3,naive,0.20000000000000284,0.20000000000000284,1,3
Carnegie Mellon University,2020,3,linear,1.9890909090908337,1.9890909090908337,1,3
Carnegie Mellon University,2021,3,naive,0.4000000000000057,0.4000000000000057,1,1
Carnegie Mellon University,2021,3,linear,1.6127272727273123,1.6127272727273123,1,1
Carnegie Mellon University,2021,3,prophet,0.23303696427593934,0.23303696427593934,1,1
Carnegie Mellon University,2021,3,naive,0.09999999999999432,0.09999999999999432,1,2
